代碼,英文,中文,屬性,職業,天生星,自動,覆蓋
22012,Maruna,,火,攻擊,4,B,
23512,Masha,瑪莎,火,攻擊,5,B,
23612,Masha,,火,攻擊,5,B,
18713,Mav,,風,體力,3,B,
25715,Maximilian,瑪西密里恩,暗,攻擊,5,A,
25615,Maya,,暗,支援,5,B,
28511,Mayasura,,水,攻擊,4,B,
15911,Megan,,水,支援,3,A,
15931,Megan,,水,支援,3,A,
30511,Megumi Fushiguro,,水,支援,4,B,
30514,Megumi Fushiguro,,光,支援,4,B,
30512,Megumi Fushiguro,伏黑 惠,火,支援,5,S,
30513,Megumi Fushiguro,,風,支援,5,B,
30515,Megumi Fushiguro,伏黑 惠,暗,支援,5,B,
15012,Mei,,火,體力,3,C,
15032,Mei,,火,體力,3,B,
16812,Mei Hou Wang,美猴王,火,防禦,5,A,
21913,Melissa,,風,攻擊,4,B,
22113,Mellia,,風,支援,4,B,
23113,Mephisto,,風,體力,5,B,
28202,Mercenary Queen,,火,體力,4,C,
28203,Mercenary Queen,,風,支援,4,C,
28201,Mercenary Queen,,水,支援,5,B,
28204,Mercenary Queen,,光,攻擊,5,B,
28205,Mercenary Queen,,暗,體力,5,B,
19601,Mermaid,,水,支援,4,A,
19602,Mermaid,,火,支援,4,C,
19603,Mermaid,,風,支援,4,C,
19604,Mermaid,,光,支援,4,C,
19605,Mermaid,,暗,支援,4,C,
21215,Mi Ying,秘影,暗,攻擊,5,B,
15313,Michelle,,風,支援,3,B,
11914,Mihael,,光,支援,4,B,
15015,Miho,,暗,攻擊,3,B,
15035,Miho,,暗,攻擊,3,B,
18311,Mihyang,,水,支援,4,B,
11611,Mikene,,水,支援,4,A,
25311,Miles,麥爾斯,水,支援,5,B,
12901,Mimic,,水,防禦,1,D,
12902,Mimic,,火,防禦,1,D,
12903,Mimic,,風,防禦,1,D,
12905,Mimic,,暗,防禦,1,D,
18814,Mimirr,,光,攻擊,4,B,
15011,Mina,,水,攻擊,3,C,
15031,Mina,,水,攻擊,3,B,
25911,Minato,米納托,水,攻擊,5,A,
29011,Minji and Sapsaree,,水,支援,4,B,
17701,Minotauros,,水,體力,3,C,
17702,Minotauros,,火,體力,3,C,
17703,Minotauros,,風,體力,3,C,
17704,Minotauros,,光,體力,3,C,
17705,Minotauros,,暗,體力,3,C,
25812,Miriam,,火,支援,4,B,
23915,Mirinae,,暗,支援,4,B,
29114,Miruel and Graciah,米雷爾與格拉西亞,光,支援,5,B,
17501,Mischievous Bat,,水,攻擊,2,D,
17502,Mischievous Bat,,火,攻擊,2,D,
17503,Mischievous Bat,,風,攻擊,2,D,
20714,Misty,有霧,光,攻擊,4,B,
21211,Mo Long,黙龍,水,體力,5,B,
19614,Molly,,光,支援,4,B,
25213,Momo,,風,攻擊,5,B,
16801,Monkey King,,水,攻擊,5,S,
16802,Monkey King,,火,防禦,5,A,
16803,Monkey King,,風,體力,5,A,
16804,Monkey King,,光,支援,5,B,
16805,Monkey King,,暗,體力,5,A,
12601,Monster Flower,,水,體力,2,D,
12602,Monster Flower,,火,體力,2,D,
12603,Monster Flower,,風,體力,2,D,
12605,Monster Flower,,暗,體力,2,D,
21315,Monte,,暗,支援,4,B,
28912,Moogwang,,火,體力,5,B,
23715,Mookwol,,暗,支援,5,B,
24511,Moore,摩爾,水,攻擊,5,A,
12013,Moria,,風,攻擊,3,C,
12033,Moria,,風,攻擊,3,B,
31411,Mork,,水,體力,4,B,
21313,Morris,,風,支援,4,B,
31314,Mortera,,光,支援,5,B,
20301,Mummy,,水,體力,3,C,
20302,Mummy,,火,體力,3,C,
20303,Mummy,,風,體力,3,C,
20304,Mummy,,光,體力,3,C,
20305,Mummy,,暗,體力,3,C,
12401,Mushroom,,水,攻擊,1,D,
12402,Mushroom,,火,攻擊,1,D,
12403,Mushroom,,風,攻擊,1,D,
15901,Mystic Witch,,水,支援,3,A,
15902,Mystic Witch,,火,支援,3,C,
15903,Mystic Witch,,風,攻擊,3,C,
15904,Mystic Witch,,光,攻擊,3,C,
15905,Mystic Witch,,暗,攻擊,3,C,
30015,N1X,,暗,支援,5,S,
18712,Naki,,火,體力,3,B,
20313,Namib,,風,體力,3,C,
25211,Nana,娜娜,水,支援,5,B,
18512,Nangrim,,火,攻擊,3,C,
15013,Naomi,,風,攻擊,3,B,
15033,Naomi,,風,攻擊,3,B,
23514,Narsha,娜瑞莎,光,攻擊,5,B,
23614,Narsha,,光,攻擊,5,B,
19914,Natalie,,光,攻擊,4,B,
10114,Neal,,光,支援,3,C,
10134,Neal,,光,支援,3,B,
26013,Nebelung,,風,體力,4,B,
20101,Neostone Agent,,水,支援,4,C,
20102,Neostone Agent,,火,支援,4,B,
20103,Neostone Agent,,風,支援,4,C,
20104,Neostone Agent,,光,支援,4,C,
20105,Neostone Agent,,暗,支援,5,B,
20001,Neostone Fighter,,水,攻擊,4,B,
20002,Neostone Fighter,,火,攻擊,4,C,
20003,Neostone Fighter,,風,攻擊,4,C,
20004,Neostone Fighter,,光,攻擊,4,C,
20005,Neostone Fighter,,暗,攻擊,4,C,
20515,Nephthys,奈芙蒂斯,暗,支援,5,A,
34211,Neriope,,水,支援,5,B,
31913,Nezuko Kamado,,風,支援,4,B,
32013,Nezuko Kamado,,風,支援,4,B,
31914,Nezuko Kamado,,光,攻擊,4,B,
32014,Nezuko Kamado,,光,攻擊,4,B,
31911,Nezuko Kamado,,水,體力,5,B,
32011,Nezuko Kamado,,水,體力,5,B,
31912,Nezuko Kamado,竈門禰豆子,火,支援,5,B,
32012,Nezuko Kamado,,火,支援,5,B,
31915,Nezuko Kamado,竈門禰豆子,暗,支援,5,B,
32015,Nezuko Kamado,,暗,支援,5,B,
16511,Nickel,,水,防禦,3,C,
16531,Nickel,,水,防禦,3,B,
16115,Nicki,,暗,攻擊,5,B,
35203,Night Fang,,風,體力,4,C,
35213,Night Fang,,風,體力,4,B,
35204,Night Fang,,光,體力,4,C,
35214,Night Fang,,光,體力,4,B,
35201,Night Fang,,水,體力,5,B,
35211,Night Fang,,水,體力,5,B,
35202,Night Fang,,火,體力,5,B,
35212,Night Fang,,火,體力,5,B,
35205,Night Fang,,暗,體力,5,B,
35215,Night Fang,,暗,體力,5,B,
18614,Nigong,,光,體力,5,B,
33412,Nina Williams,,火,攻擊,4,B,
33413,Nina Williams,,風,攻擊,4,B,
33411,Nina Williams,,水,支援,5,B,
33414,Nina Williams,妮娜·威廉斯,光,支援,5,B,
33415,Nina Williams,,暗,支援,5,B,
11201,Nine-tailed Fox,,水,攻擊,4,C,
11202,Nine-tailed Fox,,火,攻擊,4,C,
11203,Nine-tailed Fox,,風,攻擊,4,C,
11204,Nine-tailed Fox,,光,攻擊,4,C,
11205,Nine-tailed Fox,,暗,攻擊,4,C,
13501,Ninja,,水,攻擊,4,C,
13502,Ninja,,火,攻擊,4,C,
13503,Ninja,,風,體力,4,B,
13504,Ninja,,光,攻擊,4,C,
13505,Ninja,,暗,體力,5,B,
22112,Nisha,,火,支援,4,B,
30612,Nobara Kugisaki,,火,體力,4,B,
30615,Nobara Kugisaki,,暗,攻擊,4,B,
30611,Nobara Kugisaki,,水,攻擊,5,B,
30613,Nobara Kugisaki,釘崎 野薔薇,風,體力,5,S,
30614,Nobara Kugisaki,釘崎 野薔薇,光,體力,5,B,
29913,Nobella,,風,支援,4,B,
25612,Nora,,火,支援,5,B,
20311,Nubia,,水,體力,3,C,
21115,Nyx,尼克斯,暗,支援,5,A,
21114,Oberon,,光,攻擊,5,B,
16101,Occult Girl,,水,支援,5,S,
16102,Occult Girl,,火,攻擊,5,A,
16103,Occult Girl,,風,攻擊,5,A,
16104,Occult Girl,,光,體力,5,A,
16105,Occult Girl,,暗,攻擊,5,B,
22613,Odin,,風,攻擊,5,B,
19712,Okeanos,奧克阿諾斯,火,攻擊,5,A,
35001,Old Wood,,水,支援,5,B,
35011,Old Wood,,水,支援,5,B,
35002,Old Wood,,火,支援,5,B,
35012,Old Wood,,火,支援,5,B,
35003,Old Wood,,風,支援,5,B,
35013,Old Wood,,風,支援,5,B,
35004,Old Wood,,光,支援,5,B,
35014,Old Wood,,光,支援,5,B,
35114,Old Wood,,光,支援,5,B,
35005,Old Wood,,暗,攻擊,5,B,
35015,Old Wood,,暗,攻擊,5,B,
25313,Oliver,奧利佛,風,攻擊,5,S,
20113,Olivia,,風,支援,4,B,
19013,Olivine,,風,防禦,3,C,
28011,Omar,,水,支援,4,B,
25115,Ongyouki,隱形鬼,暗,攻擊,5,B,
25101,Onimusha,,水,攻擊,4,C,
25102,Onimusha,,火,攻擊,4,C,
25103,Onimusha,,風,體力,4,C,
25104,Onimusha,,光,體力,4,C,
25105,Onimusha,,暗,攻擊,5,B,
25001,Onmyouji,,水,支援,5,A,
25002,Onmyouji,,火,支援,5,B,
25003,Onmyouji,,風,支援,5,B,
25004,Onmyouji,,光,支援,5,S,
25005,Onmyouji,,暗,支援,5,S,
23315,Onyx,,暗,防禦,4,C,
21812,Ophilia,,火,體力,5,B,
15701,Oracle,,水,支援,5,A,
15702,Oracle,,火,支援,5,S,
15703,Oracle,,風,攻擊,5,S,
15704,Oracle,,光,支援,5,S,
15705,Oracle,,暗,攻擊,5,S,
18011,Orion,,水,支援,4,B,
13513,Orochi,,風,體力,4,B,
31313,Orphina,奧菲娜,風,支援,5,A,
21801,Paladin,,水,體力,5,S,
21802,Paladin,,火,體力,5,B,
21803,Paladin,,風,支援,5,B,
21804,Paladin,,光,體力,5,B,
21805,Paladin,,暗,防禦,5,B,
21201,Panda Warrior,,水,體力,5,B,
21202,Panda Warrior,,火,防禦,5,B,
21203,Panda Warrior,,風,防禦,5,A,
21204,Panda Warrior,,光,體力,5,A,
21205,Panda Warrior,,暗,攻擊,5,B,
15514,Pang,,光,攻擊,4,B,
28311,Parjanya,法爾扎尼亞,水,防禦,5,B,
28411,Parjanya,,水,防禦,5,B,
22215,Pater,派特爾,暗,體力,5,B,
22315,Pater,,暗,體力,5,B,
27912,Patrick,,火,攻擊,5,B,
33314,Paul Phoenix,,光,體力,4,B,
33315,Paul Phoenix,,暗,體力,4,B,
33311,Paul Phoenix,,水,體力,5,B,
33312,Paul Phoenix,保羅·菲尼克斯,火,體力,5,B,
33313,Paul Phoenix,,風,體力,5,B,
27112,Pavé,,火,攻擊,4,B,
18701,Penguin Knight,,水,攻擊,3,C,
18702,Penguin Knight,,火,體力,3,C,
18703,Penguin Knight,,風,體力,3,B,
18704,Penguin Knight,,光,支援,3,C,
18705,Penguin Knight,,暗,體力,3,C,
14512,Perna,,火,體力,5,A,
14101,Phantom Thief,,水,支援,4,C,
14102,Phantom Thief,,火,攻擊,4,C,
14103,Phantom Thief,,風,攻擊,4,C,
14104,Phantom Thief,,光,支援,4,C,
14105,Phantom Thief,,暗,攻擊,4,C,
23314,Phenaka,,光,防禦,4,B,
14501,Phoenix,,水,攻擊,5,S,
14502,Phoenix,,火,體力,5,A,
14503,Phoenix,,風,攻擊,5,B,
14504,Phoenix,,光,攻擊,5,B,
14505,Phoenix,,暗,攻擊,5,B,
34113,Pholus,,風,攻擊,4,B,
13901,Pierrette,,水,攻擊,4,C,
13902,Pierrette,,火,攻擊,4,C,
13903,Pierrette,,風,攻擊,4,C,
13904,Pierrette,,光,攻擊,4,C,
13905,Pierrette,,暗,攻擊,4,C,
15813,Pigma,,風,防禦,3,C,
19401,Pirate Captain,,水,體力,4,S,
19402,Pirate Captain,,火,攻擊,4,B,
19403,Pirate Captain,,風,攻擊,4,C,
19404,Pirate Captain,,光,攻擊,4,C,
19405,Pirate Captain,,暗,支援,4,C,
10301,Pixie,,水,支援,2,D,
10302,Pixie,,火,攻擊,2,D,
10303,Pixie,,風,支援,2,A,
10304,Pixie,,光,支援,2,D,
10305,Pixie,,暗,攻擊,2,D,
19612,Platy,,火,支援,4,B,
24801,Poison Master,,水,攻擊,4,C,
24802,Poison Master,,火,支援,4,C,
24803,Poison Master,,風,攻擊,4,C,
24804,Poison Master,,光,支援,4,C,
24805,Poison Master,,暗,防禦,4,C,
18901,Polar Queen,,水,攻擊,5,B,
18902,Polar Queen,,火,攻擊,5,B,
18903,Polar Queen,,風,支援,5,A,
18904,Polar Queen,,光,支援,5,B,
18905,Polar Queen,,暗,攻擊,5,B,
19714,Pontos,龐多斯,光,支援,5,B,
19711,Poseidon,,水,攻擊,5,B,
15711,Praha,,水,支援,5,A,
27113,Praline,,風,體力,4,B,
10513,Prilea,,風,攻擊,3,C,
10814,Priz,,光,攻擊,3,C,
16014,Prom,,光,攻擊,3,C,
16034,Prom,,光,攻擊,3,B,
21111,Psamathe,普薩瑪特,水,攻擊,5,B,
26801,Pudding Princess,,水,支援,5,A,
26802,Pudding Princess,,火,支援,5,A,
26803,Pudding Princess,,風,支援,5,A,
26804,Pudding Princess,,光,支援,5,B,
26805,Pudding Princess,,暗,支援,5,B,
18613,Pungbaek,,風,體力,5,B,
27201,Puppeteer,,水,支援,5,B,
27202,Puppeteer,,火,攻擊,5,B,
27203,Puppeteer,,風,攻擊,5,B,
27204,Puppeteer,,光,支援,5,A,
27205,Puppeteer,,暗,支援,5,A,
26311,Pure Vanilla Cookie,,水,支援,5,B,
26312,Pure Vanilla Cookie,,火,支援,5,B,
26313,Pure Vanilla Cookie,,風,支援,5,B,
26314,Pure Vanilla Cookie,,光,支援,5,B,
26315,Pure Vanilla Cookie,,暗,支援,5,B,
11711,Purian,,水,攻擊,3,C,
11731,Purian,,水,攻擊,3,B,
20611,Qebehsenuef,,水,支援,4,B,
32902,Qilin Slasher,,火,攻擊,4,C,
32912,Qilin Slasher,,火,攻擊,4,B,
32904,Qilin Slasher,,光,攻擊,4,C,
32914,Qilin Slasher,,光,攻擊,4,B,
32901,Qilin Slasher,,水,攻擊,5,B,
32911,Qilin Slasher,,水,攻擊,5,B,
32903,Qilin Slasher,,風,攻擊,5,B,
32913,Qilin Slasher,,風,攻擊,5,B,
32905,Qilin Slasher,,暗,攻擊,5,B,
32915,Qilin Slasher,,暗,攻擊,5,B,
16814,Qitian Dasheng,,光,支援,5,B,
21012,Racuni,拉庫尼,火,支援,3,A,
16615,Ragdoll,萊克多爾,暗,支援,5,A,
11413,Ragion,,風,防禦,3,C,
17415,Rahul,,暗,體力,5,B,
14314,Rainbowmon,,光,素材,1,D,
10413,Rakaja,,風,防禦,2,D,
14612,Rakan,,火,體力,5,B,
17912,Raki,,火,攻擊,5,B,
15501,Rakshasa,,水,攻擊,4,C,
15502,Rakshasa,,火,攻擊,4,C,
15503,Rakshasa,,風,攻擊,4,C,
15504,Rakshasa,,光,攻擊,4,C,
15505,Rakshasa,,暗,攻擊,4,C,
10213,Ralph,,風,攻擊,2,D,
29111,Ramael and Judiah,拉麥爾與朱迪亞,水,支援,5,B,
10713,Ramagos,,風,體力,2,S,
10733,Ramagos,,風,體力,2,S,
11013,Ramahan,,風,防禦,3,C,
11033,Ramahan,,風,防禦,3,B,
10511,Ramira,,水,攻擊,3,C,
31414,Ramon,,光,體力,4,B,
15515,Ran,,暗,攻擊,4,B,
15612,Randy,,火,攻擊,3,C,
11012,Raoq,,火,攻擊,3,B,
11032,Raoq,,火,攻擊,3,B,
15315,Rasheed,,暗,體力,3,C,
21013,Raviti,,風,支援,4,B,
15912,Rebecca,,火,支援,3,C,
15932,Rebecca,,火,支援,3,B,
14212,Red Angelmon,,火,素材,1,D,
18212,Red King Angelmon,,火,素材,1,D,
21011,Remy,,水,支援,3,C,
25912,Ren,,火,攻擊,5,B,
21311,Reno,里諾,水,攻擊,4,B,
31412,Rex,,火,體力,4,B,
29712,Reyka,,火,攻擊,4,B,
34111,Rhoetus,,水,攻擊,4,B,
16112,Rica,,火,攻擊,5,A,
31003,Rick,,風,攻擊,4,B,
31013,Rick,,風,攻擊,4,B,
31004,Rick,,光,攻擊,4,B,
31014,Rick,,光,攻擊,4,B,
31001,Rick,,水,攻擊,5,B,
31011,Rick,,水,攻擊,5,B,
31002,Rick,,火,攻擊,5,B,
31012,Rick,,火,攻擊,5,B,
31005,Rick,,暗,攻擊,5,B,
31015,Rick,,暗,攻擊,5,B,
16311,Rigel,,水,支援,4,B,
29711,Rigna,,水,攻擊,5,B,
25613,Riley,拉伊里,風,支援,5,A,
15311,Rina,,水,支援,3,C,
17413,Ritesh,,風,體力,5,B,
25915,Ritsu,,暗,攻擊,5,B,
10915,Rizak,,暗,支援,2,D,
30115,Roberta,,暗,攻擊,4,B,
25401,ROBO,,水,體力,4,C,
25402,ROBO,,火,支援,4,C,
25403,ROBO,,風,攻擊,4,B,
25404,ROBO,,光,體力,4,B,
25405,ROBO,,暗,攻擊,4,C,
25414,ROBO-E65,機械Q寶-E65,光,體力,4,B,
25415,ROBO-F29,,暗,攻擊,4,B,
25413,ROBO-G92,機械Q寶-G92,風,攻擊,4,B,
25412,ROBO-P27,,火,支援,4,B,
25411,ROBO-R40,,水,體力,4,B,
15613,Roger,,風,攻擊,3,C,
15213,Roid,,風,體力,2,D,
15233,Roid,,風,體力,2,D,
27011,Rosemary,,水,攻擊,4,B,
19514,Rumicus,,光,攻擊,3,C,
25801,Rune Blacksmith,,水,支援,4,C,
25802,Rune Blacksmith,,火,支援,4,C,
25803,Rune Blacksmith,,風,支援,4,C,
25804,Rune Blacksmith,,光,支援,4,C,
25805,Rune Blacksmith,,暗,支援,4,C,
20011,Ryan,,水,攻擊,4,B,
30215,Ryomen Sukuna,,暗,攻擊,5,B,
24011,RYU,,水,攻擊,5,B,
24012,RYU,,火,攻擊,5,B,
24013,RYU,,風,攻擊,5,B,
24014,RYU,,光,攻擊,5,B,
24015,RYU,,暗,攻擊,5,B,
22011,Sabrina,,水,攻擊,4,S,
29113,Sadiel and Zeryah,,風,支援,5,B,
24713,Sagar,薩格爾,風,體力,5,B,
18601,Sage,,水,體力,5,A,
18602,Sage,,火,體力,5,B,
18603,Sage,,風,體力,5,B,
18604,Sage,,光,體力,5,B,
18605,Sage,,暗,體力,5,A,
20314,Sahara,,光,體力,3,C,
28015,Salah,,暗,支援,5,B,
11101,Salamander,,水,防禦,2,D,
11103,Salamander,,風,防禦,2,D,
11104,Salamander,,光,防禦,2,D,
11105,Salamander,,暗,防禦,2,D,
11102,Salamander,,火,防禦,3,C,
12813,Samour,,風,支援,1,D,
16901,Samurai,,水,攻擊,4,C,
16902,Samurai,,火,攻擊,4,C,
16903,Samurai,,風,攻擊,4,C,
16904,Samurai,,光,攻擊,4,C,
16905,Samurai,,暗,攻擊,4,C,
13101,Sandman,,水,防禦,1,D,
13102,Sandman,,火,防禦,1,D,
13103,Sandman,,風,防禦,1,D,
13105,Sandman,,暗,防禦,1,D,
16012,Sath,,火,攻擊,3,A,
16032,Sath,,火,攻擊,3,A,
30311,Satoru Gojo,五條 悟,水,防禦,5,B,
30312,Satoru Gojo,,火,攻擊,5,B,
30313,Satoru Gojo,,風,防禦,5,B,
30314,Satoru Gojo,五條 悟,光,防禦,5,A,
30315,Satoru Gojo,五條 悟,暗,攻擊,5,S,
23513,Savannah,,風,攻擊,5,B,
23613,Savannah,,風,攻擊,5,B,
22912,Scarlett,,火,攻擊,4,B,
19701,Sea Emperor,,水,攻擊,5,B,
19702,Sea Emperor,,火,攻擊,5,A,
19703,Sea Emperor,,風,防禦,5,A,
19704,Sea Emperor,,光,支援,5,B,
19705,Sea Emperor,,暗,攻擊,5,B,
12113,Seal,,風,支援,2,D,
12133,Seal,,風,支援,2,D,
15713,Seara,塞阿拉,風,攻擊,5,S,
25014,Seimei,晴明,光,支援,5,S,
20512,Sekhmet,賽克邁特,火,支援,5,A,
13313,Selena,,風,攻擊,4,B,
19311,Sera,,水,攻擊,3,C,
12115,Seren,,暗,攻擊,3,C,
12135,Seren,,暗,攻擊,3,B,
11301,Serpent,,水,體力,3,C,
11302,Serpent,,火,體力,3,B,
11303,Serpent,,風,體力,3,C,
11304,Serpent,,光,體力,3,C,
11305,Serpent,,暗,體力,3,C,
24602,Shadow Claw,,火,攻擊,5,B,
25901,Shadowcaster,,水,攻擊,5,A,
25902,Shadowcaster,,火,攻擊,5,B,
25903,Shadowcaster,,風,支援,5,B,
25904,Shadowcaster,,光,支援,5,B,
25905,Shadowcaster,,暗,攻擊,5,B,
15814,Shaffron,,光,防禦,3,C,
28013,Shahat,,風,體力,5,B,
11311,Shailoq,,水,體力,3,B,
21912,Shaina,,火,攻擊,4,B,
14013,Shakan,,風,防禦,3,C,
14033,Shakan,,風,防禦,3,B,
11514,Shamann,,光,防禦,3,B,
11534,Shamann,,光,防禦,3,B,
10614,Shamar,,光,攻擊,2,D,
10634,Shamar,,光,攻擊,2,D,
14614,Shan,,光,攻擊,5,B,
10313,Shannon,,風,支援,2,A,
10333,Shannon,,風,支援,2,A,
11114,Sharman,,光,防禦,2,D,
15411,Sharron,,水,攻擊,3,C,
33902,Shasha,,火,攻擊,4,C,
33912,Shasha,,火,攻擊,4,B,
33903,Shasha,,風,攻擊,4,C,
33913,Shasha,,風,攻擊,4,B,
33901,Shasha,,水,支援,5,B,
33911,Shasha,,水,支援,5,B,
33904,Shasha,,光,支援,5,B,
33914,Shasha,,光,支援,5,B,
33905,Shasha,,暗,支援,5,B,
33915,Shasha,,暗,支援,5,B,
17414,Shazam,,光,體力,5,B,
16811,Shi Hou,齊天大聖,水,攻擊,5,S,
11212,Shihwa,,火,攻擊,4,B,
11813,Shimitae,,風,攻擊,4,B,
25011,Shizuka,玄佳,水,支援,5,A,
12014,Shren,,光,支援,3,B,
12034,Shren,,光,支援,3,B,
10615,Shumar,,暗,攻擊,3,C,
10635,Shumar,,暗,攻擊,3,B,
25914,Shun,,光,支援,5,B,
13214,Shushu,,光,支援,2,D,
13234,Shushu and Friends,,光,支援,2,D,
12114,Sia,,光,攻擊,3,C,
12134,Sia,,光,攻擊,3,B,
26014,Siamese,,光,體力,4,B,
13411,Sian,,水,攻擊,4,B,
10612,Sieq,,火,攻擊,2,D,
10632,Sieq,,火,攻擊,2,D,
16915,Sige,,暗,攻擊,4,B,
14511,Sigmarus,,水,攻擊,5,S,
28215,Sigrid,,暗,體力,5,B,
15913,Silia,,風,攻擊,3,C,
15933,Silia,,風,攻擊,3,B,
16514,Silver,,光,防禦,3,C,
16534,Silver,,光,防禦,3,B,
34901,Silver Tail,,水,支援,5,B,
34911,Silver Tail,,水,支援,5,B,
20212,Sin,,火,防禦,3,C,
12111,Sisroo,,水,支援,2,D,
12131,Sisroo,,水,支援,2,D,
22413,Skogul,,風,體力,4,B,
22513,Skogul,,風,體力,4,B,
16401,Skull Soldier,,水,防禦,2,D,
16402,Skull Soldier,,火,防禦,2,D,
16403,Skull Soldier,,風,防禦,2,D,
18301,Sky Dancer,,水,支援,4,C,
18302,Sky Dancer,,火,攻擊,4,C,
18303,Sky Dancer,,風,支援,4,S,
18304,Sky Dancer,,光,支援,5,A,
18305,Sky Dancer,,暗,攻擊,5,A,
25301,Sky Surfer,,水,支援,5,B,
25302,Sky Surfer,,火,攻擊,5,B,
25303,Sky Surfer,,風,攻擊,5,S,
25304,Sky Surfer,,光,攻擊,5,B,
25305,Sky Surfer,,暗,支援,5,B,
24701,Slayer,,水,體力,5,B,
24702,Slayer,,火,體力,5,B,
24703,Slayer,,風,體力,5,B,
24704,Slayer,,光,體力,5,A,
24705,Slayer,,暗,體力,5,B,
12201,Slime,,水,防禦,1,D,
12202,Slime,,火,防禦,1,D,
12203,Slime,,風,防禦,1,D,
27213,Smicer,斯米奇勒,風,攻擊,5,B,
20712,Smokey,,火,攻擊,4,B,
22701,Sniper Mk.I,,水,攻擊,4,C,
22702,Sniper Mk.I,,火,攻擊,4,C,
22802,Sniper Mk.I,,火,攻擊,4,C,
22703,Sniper Mk.I,,風,攻擊,4,C,
22803,Sniper Mk.I,,風,攻擊,4,C,
22704,Sniper Mk.I,,光,攻擊,4,C,
22705,Sniper Mk.I,,暗,攻擊,4,C,
22805,Sniper Mk.I,,暗,攻擊,4,C,
11211,Soha,,水,攻擊,4,B,
30711,Solvark,,水,防禦,5,B,
28212,Solveig,,火,體力,4,B,
16815,Son Zhang Lao,六耳獼猴,暗,體力,5,A,
23911,Songseol,,水,支援,4,B,
26113,Sonia,索妮亞,風,攻擊,5,S,
21411,Sonnet,,水,支援,4,B,
20312,Sonora,,火,體力,3,C,
13913,Sophia,,風,攻擊,4,B,
10115,Sorin,,暗,攻擊,2,D,
10135,Sorin,,暗,攻擊,2,D,
31301,Specter Princess,,水,支援,5,A,
31302,Specter Princess,,火,支援,5,B,
31303,Specter Princess,,風,支援,5,A,
31304,Specter Princess,,光,支援,5,B,
31305,Specter Princess,,暗,支援,5,S,
11512,Spectra,,火,支援,3,A,
11532,Spectra,,火,支援,3,A,
35901,Stark,,水,體力,4,C,
35911,Stark,,水,體力,4,B,
35904,Stark,,光,體力,4,C,
35914,Stark,,光,體力,4,B,
35902,Stark,,火,體力,5,B,
35912,Stark,,火,體力,5,B,
35903,Stark,,風,體力,5,B,
35913,Stark,,風,體力,5,B,
35905,Stark,,暗,體力,5,B,
35915,Stark,,暗,體力,5,B,
27903,Steel Commander,,風,攻擊,4,C,
27905,Steel Commander,,暗,攻擊,4,C,
27901,Steel Commander,,水,攻擊,5,B,
27902,Steel Commander,,火,攻擊,5,B,
27904,Steel Commander,,光,攻擊,5,B,
19911,Stella,,水,攻擊,4,B,
24501,Striker,,水,攻擊,5,A,
24502,Striker,,火,攻擊,5,S,
24503,Striker,,風,攻擊,5,B,
24504,Striker,,光,攻擊,5,B,
24505,Striker,,暗,攻擊,5,B,
23901,String Master,,水,支援,4,C,
23902,String Master,,火,支援,4,C,
23903,String Master,,風,支援,4,C,
23904,String Master,,光,支援,4,C,
23905,String Master,,暗,支援,4,C,
15511,Su,,水,攻擊,4,B,
13301,Succubus,,水,攻擊,4,C,
13302,Succubus,,火,攻擊,4,C,
13303,Succubus,,風,攻擊,4,C,
13304,Succubus,,光,攻擊,4,C,
13305,Succubus,,暗,攻擊,4,C,
25111,Suiki,,水,攻擊,4,B,
21714,Super Angelmon,,光,素材,1,D,
18513,Suri,,風,攻擊,3,C,
13601,Surprise Box,,水,防禦,2,D,
13602,Surprise Box,,火,防禦,2,D,
13603,Surprise Box,,風,防禦,2,D,
13604,Surprise Box,,光,防禦,2,D,
13605,Surprise Box,,暗,防禦,2,D,
18812,Surtr,,火,攻擊,4,B,
25811,Susan,,水,支援,4,B,
13511,Susano,,水,攻擊,4,B,
11801,Sylph,,水,攻擊,4,C,
11802,Sylph,,火,攻擊,4,S,
11803,Sylph,,風,攻擊,4,C,
11804,Sylph,,光,體力,4,C,
11805,Sylph,,暗,攻擊,4,C,
11901,Sylphid,,水,支援,4,B,
11902,Sylphid,,火,支援,4,C,
11903,Sylphid,,風,支援,4,C,
11904,Sylphid,,光,支援,4,C,
11905,Sylphid,,暗,攻擊,4,C,
20115,Sylvia,,暗,支援,5,B,
21314,Tablo,,光,支援,4,B,
33702,Taebaek,,火,攻擊,4,C,
33712,Taebaek,,火,攻擊,4,B,
33705,Taebaek,,暗,攻擊,4,C,
33715,Taebaek,,暗,攻擊,4,B,
33701,Taebaek,,水,攻擊,5,B,
33711,Taebaek,,水,攻擊,5,B,
33703,Taebaek,,風,攻擊,5,B,
33713,Taebaek,,風,攻擊,5,B,
33704,Taebaek,,光,攻擊,5,B,
33714,Taebaek,,光,攻擊,5,B,
11712,Tagaros,,火,攻擊,3,C,
11732,Tagaros,,火,攻擊,3,B,
10813,Taharus,,風,攻擊,2,D,
19011,Talc,,水,體力,3,C,
21911,Talia,,水,攻擊,4,B,
24514,Talisman,,光,攻擊,5,B,
31811,Tanjiro Kamado,,水,攻擊,4,B,
31815,Tanjiro Kamado,,暗,攻擊,4,B,
31812,Tanjiro Kamado,,火,攻擊,5,B,
