代碼,圖示,英文,中文,屬性,職業,天生星,覺醒,收錄,強度,滿HP,滿ATK,滿DEF,SPD,暴率,暴傷,抵抗,命中,取得方式
34715,unit_icon_0205_1_5.png,Legolas,,暗,攻擊,4,覺醒,可召喚,B,9885,747,571,104,15,50,15,0,
34702,unit_icon_0205_1_2.png,Legolas,,火,攻擊,5,未覺醒,非常駐,B,9555,769,571,103,15,50,15,0,
34712,unit_icon_0205_1_2.png,Legolas,,火,攻擊,5,覺醒,可召喚,B,10215,856,604,104,15,50,15,25,
34703,unit_icon_0205_1_3.png,Legolas,,風,攻擊,5,未覺醒,非常駐,B,9060,812,560,103,15,50,15,0,
34713,unit_icon_0205_1_3.png,Legolas,,風,攻擊,5,覺醒,可召喚,B,9720,900,593,104,30,50,15,0,
34704,unit_icon_0205_1_4.png,Legolas,,光,攻擊,5,未覺醒,非常駐,B,9390,725,626,103,15,50,15,0,
34714,unit_icon_0205_1_4.png,Legolas,,光,攻擊,5,覺醒,可召喚,B,10050,801,670,104,15,50,15,25,
16613,unit_icon_0025_2_0.png,Leo,雷奧,風,支援,5,覺醒,可召喚,S,11850,714,637,100,15,50,40,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
21815,unit_icon_0044_4_4.png,Leona,,暗,防禦,5,覺醒,可召喚,B,10710,626,801,102,15,50,15,0,Scroll of Light and Darkness
19912,unit_icon_0036_1_2.png,Lexy,,火,攻擊,4,覺醒,可召喚,B,8895,801,582,117,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
25711,unit_icon_0080_1_1.png,Liam,,水,攻擊,5,覺醒,可召喚,B,9390,900,615,102,30,50,15,0,
16301,unit_icon_0024_0_0.png,Lich,,水,支援,4,未覺醒,可召喚,C,9885,582,582,95,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
16302,unit_icon_0024_1_0.png,Lich,,火,攻擊,4,未覺醒,可召喚,C,8730,714,516,95,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
16303,unit_icon_0024_2_0.png,Lich,,風,體力,4,未覺醒,可召喚,C,9885,637,516,95,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
16304,unit_icon_0024_3_0.png,Lich,,光,防禦,4,未覺醒,可召喚,C,8895,593,626,95,15,50,15,0,Scroll of Light and Darkness
16305,unit_icon_0024_4_0.png,Lich,,暗,體力,4,未覺醒,可召喚,C,10215,571,560,95,15,50,15,0,Scroll of Light and Darkness
13415,unit_icon_0011_4_2.png,Liebli,,暗,攻擊,4,覺醒,可召喚,B,8235,878,549,103,15,50,15,0,Scroll of Light and Darkness
14711,unit_icon_0016_0_2.png,Liesel,,水,體力,4,覺醒,可召喚,B,11535,670,538,99,15,50,15,0,Guild Shop / Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
22601,unit_icon_0047_0_1.png,Lightning Emperor,,水,體力,5,未覺醒,可召喚,A,10710,692,571,101,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
22602,unit_icon_0047_1_1.png,Lightning Emperor,,火,攻擊,5,未覺醒,可召喚,B,9720,703,626,101,15,50,15,0,Fusion
22603,unit_icon_0047_2_1.png,Lightning Emperor,,風,攻擊,5,未覺醒,可召喚,B,9390,659,692,101,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
22604,unit_icon_0047_3_1.png,Lightning Emperor,,光,體力,5,未覺醒,可召喚,B,10380,648,637,101,15,50,15,0,Scroll of Light and Darkness
22605,unit_icon_0047_4_1.png,Lightning Emperor,,暗,攻擊,5,未覺醒,可召喚,B,8895,747,637,101,15,50,15,0,Scroll of Light and Darkness
28615,unit_icon_0127_1_5.png,Liliana,,暗,攻擊,5,覺醒,可召喚,B,10710,878,549,101,30,50,15,0,
15914,unit_icon_0023_3_3.png,Linda,,光,攻擊,3,覺醒,可召喚,C,8895,714,505,97,15,50,15,0,Scroll of Light and Darkness
15934,unit_icon_0083_3_4.png,Linda,,光,攻擊,3,二次覺醒,可召喚,B,9885,845,527,97,15,50,15,0,
10913,unit_icon_0003_2_2.png,Lindermen,,風,支援,2,覺醒,可召喚,D,7905,483,637,91,15,50,15,0,Mt. White Ragon / Magic Shop / Unknown Scroll or Social Summon
17313,unit_icon_0008_2_4.png,Ling Ling,,風,攻擊,4,覺醒,可召喚,B,8895,758,626,102,15,50,15,0,Fusion / Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
27911,unit_icon_0114_1_1.png,Lionel,,水,攻擊,5,覺醒,可召喚,B,9720,911,582,113,15,50,15,0,
20112,unit_icon_0037_1_1.png,Lisa,,火,支援,4,覺醒,可召喚,B,11535,714,494,104,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
17314,unit_icon_0008_3_4.png,Liu Mei,,光,體力,4,覺醒,可召喚,B,10710,626,637,102,15,50,15,0,Scroll of Light and Darkness
16501,unit_icon_0025_0_1.png,Living Armor,,水,防禦,3,未覺醒,可召喚,C,8235,516,582,97,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
16502,unit_icon_0025_1_1.png,Living Armor,,火,防禦,3,未覺醒,可召喚,C,8565,472,604,97,15,50,15,0,Ferun Castle / Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
16503,unit_icon_0025_2_1.png,Living Armor,,風,防禦,3,未覺醒,可召喚,C,8895,483,571,97,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
16504,unit_icon_0025_3_1.png,Living Armor,,光,防禦,3,未覺醒,可召喚,C,9060,450,593,97,15,50,15,0,Scroll of Light and Darkness
16505,unit_icon_0025_4_1.png,Living Armor,,暗,防禦,3,未覺醒,可召喚,C,8730,494,571,97,15,50,15,0,Scroll of Light and Darkness
17801,unit_icon_0028_0_1.png,Lizardman,,水,防禦,3,未覺醒,可召喚,C,7740,527,604,102,15,50,15,0,Fusion / Mt. Runar / Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
17802,unit_icon_0028_1_1.png,Lizardman,,火,防禦,3,未覺醒,可召喚,C,8070,538,571,102,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
17803,unit_icon_0028_2_1.png,Lizardman,,風,防禦,3,未覺醒,可召喚,C,7905,560,560,102,15,50,15,0,Secret Dungeon / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
17804,unit_icon_0028_3_1.png,Lizardman,,光,防禦,3,未覺醒,可召喚,C,8235,549,549,102,15,50,15,0,Scroll of Light and Darkness
17805,unit_icon_0028_4_1.png,Lizardman,,暗,防禦,3,未覺醒,可召喚,C,8400,516,571,102,15,50,15,0,Scroll of Light and Darkness
20213,unit_icon_0037_2_3.png,Lo,,風,攻擊,3,覺醒,可召喚,B,9390,659,527,114,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
35401,unit_icon_0217_1_1.png,Lob Ear,,水,攻擊,4,未覺醒,非常駐,C,9060,659,549,104,15,50,15,0,
35411,unit_icon_0217_1_1.png,Lob Ear,,水,攻擊,4,覺醒,可召喚,B,9885,736,582,105,30,50,15,0,
35402,unit_icon_0217_1_2.png,Lob Ear,,火,攻擊,4,未覺醒,非常駐,C,9225,659,538,104,15,50,15,0,
35412,unit_icon_0217_1_2.png,Lob Ear,,火,攻擊,4,覺醒,可召喚,B,10215,725,571,105,15,50,15,25,
35403,unit_icon_0217_1_3.png,Lob Ear,,風,攻擊,4,未覺醒,非常駐,C,9060,681,527,104,15,50,15,0,
35413,unit_icon_0217_1_3.png,Lob Ear,,風,攻擊,4,覺醒,可召喚,B,9720,747,582,105,15,50,15,25,
35404,unit_icon_0217_1_4.png,Lob Ear,,光,攻擊,4,未覺醒,非常駐,C,9555,648,527,104,15,50,15,0,
35414,unit_icon_0217_1_4.png,Lob Ear,,光,攻擊,4,覺醒,可召喚,B,10215,714,582,105,15,50,15,25,
35405,unit_icon_0217_1_5.png,Lob Ear,,暗,攻擊,4,未覺醒,非常駐,C,8565,714,527,104,15,50,15,0,
35415,unit_icon_0217_1_5.png,Lob Ear,,暗,攻擊,4,覺醒,可召喚,B,9390,790,560,105,30,50,15,0,
20013,unit_icon_0036_2_0.png,Logan,,風,攻擊,4,覺醒,可召喚,B,9720,725,604,107,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
26703,unit_icon_0096_0_3.png,Lollipop Warrior,,風,攻擊,5,未覺醒,可召喚,B,8895,758,626,94,15,50,15,0,
15815,unit_icon_0007_4_1.png,Loque,,暗,攻擊,3,覺醒,可召喚,C,8070,747,527,102,30,50,15,0,Scroll of Light and Darkness
16114,unit_icon_0022_3_4.png,Lora,羅拉,光,體力,5,覺醒,可召喚,A,11850,692,659,120,15,50,15,0,Scroll of Light and Darkness
28705,unit_icon_0127_2_5.png,Lord of Hell,,暗,攻擊,5,未覺醒,非常駐,B,10215,780,516,100,15,50,15,0,
28715,unit_icon_0127_2_5.png,Lord of Hell,,暗,攻擊,5,未覺醒,非常駐,B,10710,878,549,101,30,50,15,0,
19314,unit_icon_0032_3_4.png,Loren,,光,攻擊,3,覺醒,可召喚,S,9225,681,516,102,15,50,15,25,Secret Dungeon
30111,unit_icon_0145_1_1.png,Lorenza,,水,攻擊,4,覺醒,可召喚,B,9555,758,582,104,15,50,15,0,
14114,unit_icon_0015_3_3.png,Louis,,光,支援,4,覺醒,可召喚,B,10380,604,681,105,15,50,15,0,Scroll of Light and Darkness
21813,unit_icon_0044_2_4.png,Louise,,風,支援,5,覺醒,可召喚,B,11700,593,769,102,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
12801,unit_icon_0012_0_0.png,Low Elemental,,水,支援,1,未覺醒,可召喚,D,5925,527,395,100,15,50,15,0,Magic Shop / Unknown Scroll or Social Summon
12802,unit_icon_0012_1_0.png,Low Elemental,,火,支援,1,未覺醒,可召喚,D,6255,483,417,100,15,50,15,0,Vrofagus Ruins / Magic Shop / Unknown Scroll or Social Summon
12803,unit_icon_0012_2_0.png,Low Elemental,,風,支援,1,未覺醒,可召喚,D,6585,505,373,100,15,50,15,0,Kabir Ruins / Magic Shop / Unknown Scroll or Social Summon
12804,unit_icon_0011_3_1.png,Low Elemental,,光,支援,1,未覺醒,非常駐,D,6420,659,395,100,15,50,15,0,
12805,unit_icon_0012_3_0.png,Low Elemental,,暗,支援,1,未覺醒,可召喚,D,6420,472,417,100,15,50,15,0,Special Event
20211,unit_icon_0037_0_3.png,Luan,,水,防禦,3,覺醒,可召喚,C,8400,604,648,99,15,50,40,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20014,unit_icon_0036_3_0.png,Lucas,,光,攻擊,4,覺醒,可召喚,B,9885,780,538,107,15,50,15,0,Scroll of Light and Darkness
10512,unit_icon_0001_1_4.png,Lucasha,,火,攻擊,3,覺醒,可召喚,C,6915,889,461,103,15,50,15,0,Secret Dungeon / Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
26812,unit_icon_0099_1_2.png,Lucia,露奇亞,火,支援,5,覺醒,可召喚,A,10875,681,736,96,15,50,40,0,
20914,unit_icon_0041_3_1.png,Lucien,,光,攻擊,3,覺醒,可召喚,C,8895,692,527,101,15,50,15,0,Scroll of Light and Darkness / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
23114,unit_icon_0052_3_4.png,Lucifer,路西法,光,體力,5,覺醒,可召喚,B,11700,725,637,104,15,50,40,0,Scroll of Light and Darkness
21312,unit_icon_0043_1_0.png,Ludo,,火,攻擊,4,覺醒,可召喚,B,9060,769,604,102,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
14111,unit_icon_0015_0_3.png,Luer,,水,支援,4,覺醒,可召喚,B,10710,659,604,105,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
11113,unit_icon_0004_2_1.png,Lukan,,風,防禦,2,覺醒,可召喚,D,7245,582,582,99,15,50,15,0,Tamor Desert / Magic Shop / Secret Dungeon / Unknown Scroll or Social Summon
13211,unit_icon_0013_0_1.png,Lulu,,水,支援,2,覺醒,可召喚,D,8730,527,538,99,15,50,15,0,Hydeni Ruins / Secret Dungeon / Unknown Scroll or Social Summon
13231,unit_icon_0070_3_0.png,Lulu and Friends,,水,支援,2,二次覺醒,可召喚,D,10050,648,714,99,15,50,15,0,Hydeni Ruins / Secret Dungeon / Unknown Scroll or Social Summon
29911,unit_icon_0153_1_1.png,Lumina,,水,支援,4,覺醒,可召喚,B,10710,604,659,101,15,50,15,0,
11911,unit_icon_0009_0_4.png,Lumirecia,,水,支援,4,覺醒,可召喚,B,12840,439,681,103,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
13915,unit_icon_0014_4_4.png,Luna,,暗,攻擊,4,覺醒,可召喚,B,8235,878,549,103,15,50,15,0,Scroll of Light and Darkness
19813,unit_icon_0036_2_4.png,Lupinus,,風,體力,4,覺醒,可召喚,B,10875,670,582,95,15,50,15,0,Fusion / Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
10714,unit_icon_0002_3_3.png,Lusha,,光,體力,3,覺醒,可召喚,C,11370,340,714,102,15,50,15,0,Secret Dungeon / Scroll of Light and Darkness
10734,unit_icon_0051_3_2.png,Lusha,,光,體力,3,二次覺醒,可召喚,B,12510,428,769,102,15,50,15,0,Secret Dungeon / Scroll of Light and Darkness
13413,unit_icon_0011_2_2.png,Lushen,,風,攻擊,4,覺醒,可召喚,S,9225,900,461,103,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
18915,unit_icon_0033_4_3.png,Lydia,,暗,攻擊,5,覺醒,可召喚,B,10545,790,648,96,30,50,15,0,Scroll of Light and Darkness
14914,unit_icon_0018_3_0.png,Lyn,,光,攻擊,3,覺醒,可召喚,B,10380,790,329,102,15,50,15,0,Scroll of Light and Darkness
24211,unit_icon_0061_1_1.png,M. BISON,,水,體力,5,覺醒,可召喚,B,12180,714,615,101,15,50,40,0,
24212,unit_icon_0061_1_2.png,M. BISON,,火,體力,5,覺醒,可召喚,B,13170,615,648,101,15,50,15,25,
24213,unit_icon_0061_1_3.png,M. BISON,,風,體力,5,覺醒,可召喚,B,11850,747,604,101,15,50,15,25,
24214,unit_icon_0061_1_4.png,M. BISON,,光,體力,5,覺醒,可召喚,B,12510,648,659,101,15,50,15,25,
24215,unit_icon_0061_1_5.png,M. BISON,,暗,體力,5,覺醒,可召喚,B,13005,637,637,101,15,50,40,0,
26901,unit_icon_0097_0_1.png,Macaron Guard,,水,防禦,5,未覺醒,可召喚,B,9555,604,736,100,15,50,15,0,
26902,unit_icon_0097_0_2.png,Macaron Guard,,火,防禦,5,未覺醒,可召喚,B,8895,560,823,100,15,50,15,0,
26903,unit_icon_0097_0_3.png,Macaron Guard,,風,防禦,5,未覺醒,可召喚,B,9060,604,769,100,15,50,15,0,
26904,unit_icon_0097_0_4.png,Macaron Guard,,光,防禦,5,未覺醒,可召喚,B,9225,571,790,100,15,50,15,0,
26905,unit_icon_0097_0_5.png,Macaron Guard,,暗,防禦,5,未覺醒,可召喚,B,9390,615,736,100,15,50,15,0,
25814,unit_icon_0081_1_4.png,Madeleine,,光,支援,4,覺醒,可召喚,B,10215,593,703,103,15,50,15,0,
26611,unit_icon_0091_1_1.png,Madeleine Cookie,,水,攻擊,4,覺醒,可召喚,B,9885,747,571,103,15,50,15,0,
26612,unit_icon_0091_1_2.png,Madeleine Cookie,,火,攻擊,4,覺醒,可召喚,B,9720,736,593,103,15,50,15,0,
26613,unit_icon_0091_1_3.png,Madeleine Cookie,,風,體力,4,覺醒,可召喚,B,10710,659,604,103,15,50,15,0,
26614,unit_icon_0091_1_4.png,Madeleine Cookie,,光,攻擊,4,覺醒,可召喚,B,9555,758,582,103,15,50,15,0,
26615,unit_icon_0091_1_5.png,Madeleine Cookie,,暗,體力,4,覺醒,可召喚,B,11205,670,560,103,15,50,15,0,
25201,unit_icon_0075_0_1.png,Mage,,水,支援,5,未覺醒,可召喚,B,10380,714,571,100,15,50,15,0,
25202,unit_icon_0075_0_2.png,Mage,,火,攻擊,5,未覺醒,可召喚,B,9885,758,560,100,15,50,15,0,
25203,unit_icon_0075_0_3.png,Mage,,風,攻擊,5,未覺醒,可召喚,B,9555,747,593,100,15,50,15,0,
25204,unit_icon_0075_0_4.png,Mage,,光,攻擊,5,未覺醒,可召喚,B,9720,780,549,100,15,50,15,0,
25205,unit_icon_0075_0_5.png,Mage,,暗,支援,5,未覺醒,可召喚,B,10545,692,582,100,15,50,15,0,
11415,unit_icon_0005_4_2.png,Maggi,,暗,防禦,3,覺醒,可召喚,C,9885,384,769,104,15,50,15,0,Scroll of Light and Darkness
19801,unit_icon_0036_0_3.png,Magic Knight,,水,攻擊,4,未覺醒,可召喚,C,9390,659,527,94,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
19802,unit_icon_0036_1_3.png,Magic Knight,,火,攻擊,4,未覺醒,可召喚,B,8565,725,516,94,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
19803,unit_icon_0036_2_3.png,Magic Knight,,風,體力,4,未覺醒,可召喚,C,10050,604,538,94,15,50,15,0,Fusion / Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
19804,unit_icon_0036_3_3.png,Magic Knight,,光,攻擊,4,未覺醒,可召喚,C,9555,703,472,94,15,50,15,0,Scroll of Light and Darkness
19805,unit_icon_0036_4_3.png,Magic Knight,,暗,防禦,4,未覺醒,可召喚,C,9225,560,637,94,15,50,15,0,Scroll of Light and Darkness
29901,unit_icon_0153_0_1.png,Magic Order Elementalist,,水,支援,4,未覺醒,可召喚,C,9885,549,604,100,15,50,15,0,
29903,unit_icon_0153_0_3.png,Magic Order Elementalist,,風,支援,4,未覺醒,可召喚,C,9720,549,615,100,15,50,15,0,
29902,unit_icon_0153_0_2.png,Magic Order Elementalist,,火,攻擊,5,未覺醒,可召喚,B,9885,790,527,100,15,50,15,0,
29904,unit_icon_0153_0_4.png,Magic Order Elementalist,,光,支援,5,未覺醒,可召喚,B,10545,637,637,100,15,50,15,0,
29905,unit_icon_0153_0_5.png,Magic Order Elementalist,,暗,攻擊,5,未覺醒,可召喚,B,9555,812,527,100,15,50,15,0,
29803,unit_icon_0152_0_3.png,Magic Order Enchantress,,風,攻擊,4,未覺醒,可召喚,C,9885,604,549,102,15,50,15,0,
29804,unit_icon_0152_0_4.png,Magic Order Enchantress,,光,支援,4,未覺醒,可召喚,C,9390,615,571,102,15,50,15,0,
29801,unit_icon_0152_0_1.png,Magic Order Enchantress,,水,攻擊,5,未覺醒,可召喚,B,10050,747,560,102,15,50,15,0,
29802,unit_icon_0152_0_2.png,Magic Order Enchantress,,火,支援,5,未覺醒,可召喚,B,10545,659,615,102,15,50,15,0,
29805,unit_icon_0152_0_5.png,Magic Order Enchantress,,暗,攻擊,5,未覺醒,可召喚,B,9885,769,549,102,15,50,15,0,
29601,unit_icon_0150_0_1.png,Magic Order Guardian,,水,攻擊,5,未覺醒,可召喚,B,9390,758,593,99,15,50,15,0,
29602,unit_icon_0150_0_2.png,Magic Order Guardian,,火,攻擊,5,未覺醒,可召喚,B,9390,769,582,99,15,50,15,0,
29603,unit_icon_0150_0_3.png,Magic Order Guardian,,風,體力,5,未覺醒,可召喚,B,10875,703,549,99,15,50,15,0,
29604,unit_icon_0150_0_4.png,Magic Order Guardian,,光,攻擊,5,未覺醒,可召喚,B,9720,747,582,99,15,50,15,0,
29605,unit_icon_0150_0_5.png,Magic Order Guardian,,暗,體力,5,未覺醒,可召喚,B,11205,670,560,99,15,50,15,0,
29702,unit_icon_0151_0_2.png,Magic Order Swordsinger,,火,攻擊,4,未覺醒,可召喚,C,9060,714,494,105,15,50,15,0,
29705,unit_icon_0151_0_5.png,Magic Order Swordsinger,,暗,攻擊,4,未覺醒,可召喚,C,9555,692,483,105,15,50,15,0,
29701,unit_icon_0151_0_1.png,Magic Order Swordsinger,,水,攻擊,5,未覺醒,可召喚,B,9390,812,538,105,15,50,15,0,
29703,unit_icon_0151_0_3.png,Magic Order Swordsinger,,風,攻擊,5,未覺醒,可召喚,B,9555,790,549,105,15,50,15,0,
29704,unit_icon_0151_0_4.png,Magic Order Swordsinger,,光,攻擊,5,未覺醒,可召喚,B,9720,769,560,105,15,50,15,0,
15401,unit_icon_0020_0_2.png,Magical Archer,,水,攻擊,3,未覺醒,可召喚,C,7905,703,417,104,15,50,15,0,Secret Dungeon / Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15402,unit_icon_0020_1_2.png,Magical Archer,,火,攻擊,3,未覺醒,可召喚,C,7410,692,461,104,15,50,15,0,Secret Dungeon / Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15403,unit_icon_0020_2_2.png,Magical Archer,,風,攻擊,3,未覺醒,可召喚,C,6585,725,483,104,15,50,15,0,Secret Dungeon / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15404,unit_icon_0020_3_2.png,Magical Archer,,光,攻擊,4,未覺醒,可召喚,C,8895,714,505,104,15,50,15,0,Scroll of Light and Darkness
15405,unit_icon_0020_4_2.png,Magical Archer,,暗,攻擊,4,未覺醒,可召喚,C,7575,856,450,104,15,50,15,0,Scroll of Light and Darkness
22714,unit_icon_0048_3_1.png,Magnum,,光,攻擊,4,覺醒,可召喚,B,9060,769,604,97,30,50,15,0,Scroll of Light and Darkness
29612,unit_icon_0150_1_2.png,Magnus,,火,攻擊,5,覺醒,可召喚,B,9555,867,637,100,15,50,15,25,
18111,unit_icon_0029_0_1.png,Malaka,,水,攻擊,4,覺醒,可召喚,B,8565,812,593,101,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
23313,unit_icon_0052_2_2.png,Malite,,風,防禦,4,覺醒,可召喚,C,9225,527,834,93,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
19715,unit_icon_0035_4_3.png,Manannan,,暗,攻擊,5,覺醒,可召喚,B,10215,856,604,101,30,50,15,0,Scroll of Light and Darkness
12501,unit_icon_0010_2_2.png,Maned Boar,,水,體力,2,未覺醒,可召喚,D,8400,494,428,93,15,50,15,0,Unknown Scroll or Social Summon
12502,unit_icon_0010_3_2.png,Maned Boar,,火,體力,2,未覺醒,可召喚,D,8070,505,439,93,15,50,15,0,Garen Forest / Unknown Scroll or Social Summon
12503,unit_icon_0010_4_2.png,Maned Boar,,風,體力,2,未覺醒,可召喚,D,8235,527,406,93,15,50,15,0,Telain Forest / Unknown Scroll or Social Summon
26911,unit_icon_0097_1_1.png,Manon,,水,防禦,5,覺醒,可召喚,B,10215,637,823,101,30,50,15,0,
11315,unit_icon_0005_4_0.png,Mantura,,暗,體力,3,覺醒,可召喚,C,9885,604,549,100,15,50,15,0,Scroll of Light and Darkness
26012,unit_icon_0085_1_2.png,Manx,,火,體力,4,覺醒,可召喚,B,12345,626,527,100,15,50,15,25,
17211,unit_icon_0026_0_3.png,Mao,,水,攻擊,3,覺醒,可召喚,C,8400,714,538,99,30,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
14915,unit_icon_0018_4_0.png,Mara,,暗,攻擊,3,覺醒,可召喚,C,7740,911,384,102,15,50,15,0,Scroll of Light and Darkness
19014,unit_icon_0033_3_1.png,Marble,,光,體力,3,覺醒,可召喚,C,11205,505,560,99,15,50,15,0,Scroll of Light and Darkness
20201,unit_icon_0037_0_2.png,Martial Artist,,水,防禦,3,未覺醒,可召喚,C,7410,527,626,98,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20202,unit_icon_0037_1_2.png,Martial Artist,,火,防禦,3,未覺醒,可召喚,C,7410,538,615,98,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20203,unit_icon_0037_2_2.png,Martial Artist,,風,攻擊,3,未覺醒,可召喚,C,8565,582,494,98,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20204,unit_icon_0037_3_2.png,Martial Artist,,光,體力,3,未覺醒,可召喚,C,9720,461,538,98,15,50,15,0,Scroll of Light and Darkness
20205,unit_icon_0037_4_2.png,Martial Artist,,暗,防禦,3,未覺醒,可召喚,C,8235,461,637,98,15,50,15,0,Scroll of Light and Darkness
15001,unit_icon_0018_0_1.png,Martial Cat,,水,攻擊,3,未覺醒,可召喚,C,7905,626,494,103,15,50,15,0,Guild Shop / Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15002,unit_icon_0018_1_1.png,Martial Cat,,火,體力,3,未覺醒,可召喚,C,9060,571,472,103,15,50,15,0,Guild Shop / Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15003,unit_icon_0018_2_1.png,Martial Cat,,風,攻擊,3,未覺醒,可召喚,C,7905,615,505,103,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15004,unit_icon_0018_3_1.png,Martial Cat,,光,體力,3,未覺醒,可召喚,C,9885,549,439,103,15,50,15,0,Scroll of Light and Darkness
15005,unit_icon_0018_4_1.png,Martial Cat,,暗,攻擊,3,未覺醒,可召喚,C,7080,703,472,103,15,50,15,0,Scroll of Light and Darkness
22015,unit_icon_0045_4_3.png,Martina,,暗,攻擊,4,覺醒,可召喚,B,8895,780,604,101,15,50,15,0,Scroll of Light and Darkness
22012,unit_icon_0045_1_3.png,Maruna,,火,攻擊,4,覺醒,可召喚,B,9225,747,615,101,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
23512,unit_icon_0054_1_0.png,Masha,瑪莎,火,攻擊,5,覺醒,可召喚,B,10710,801,626,123,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
23612,unit_icon_0054_1_1.png,Masha,,火,攻擊,5,覺醒,非常駐,B,10710,801,626,123,15,50,15,0,
18713,unit_icon_0031_2_3.png,Mav,,風,體力,3,覺醒,可召喚,B,10215,637,494,105,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
25715,unit_icon_0080_1_5.png,Maximilian,瑪西密里恩,暗,攻擊,5,覺醒,可召喚,A,9555,922,582,102,30,50,15,0,
25615,unit_icon_0078_1_5.png,Maya,,暗,支援,5,覺醒,可召喚,B,11535,714,659,99,15,50,15,25,
28511,unit_icon_0119_1_1.png,Mayasura,,水,攻擊,4,覺醒,可召喚,B,10215,747,549,101,15,50,40,0,
15911,unit_icon_0023_0_3.png,Megan,,水,支援,3,覺醒,可召喚,A,9885,582,571,97,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15931,unit_icon_0083_3_1.png,Megan,,水,支援,3,二次覺醒,可召喚,A,11040,659,637,97,15,50,15,0,
30511,unit_icon_0157_1_1.png,Megumi Fushiguro,,水,支援,4,覺醒,可召喚,B,10050,659,648,101,15,50,15,0,
30514,unit_icon_0157_1_4.png,Megumi Fushiguro,,光,支援,4,覺醒,可召喚,B,10215,670,626,101,15,50,15,0,
30512,unit_icon_0157_1_2.png,Megumi Fushiguro,伏黑 惠,火,支援,5,覺醒,可召喚,S,10710,736,692,101,15,50,15,25,
